"DATE","TIME PERIOD","Euro short-term rate - Calculation method (EST.B.EU000A2X2A25.CM)","Euro short-term rate - Number of active banks (EST.B.EU000A2X2A25.NB)","Euro short-term rate - Number of transactions (EST.B.EU000A2X2A25.NT)","Euro short-term rate - Rate at 25th percentile of volume (EST.B.EU000A2X2A25.R25)","Euro short-term rate - Rate at 75th percentile of volume (EST.B.EU000A2X2A25.R75)","Euro short-term rate - Publication type (EST.B.EU000A2X2A25.RP)","Euro short-term rate - Total volume (EST.B.EU000A2X2A25.TT)","Euro short-term rate - Share of volume of the 5 largest active banks (EST.B.EU000A2X2A25.VL)","Euro short-term rate - Volume-weighted trimmed mean rate (EST.B.EU000A2X2A25.WT)"
"2020-11-27","27 Nov 2020","0","30","467","-0.58","-0.54","0","41913","59","-0.557"
"2020-11-30","30 Nov 2020","0","30","495","-0.58","-0.55","0","40942","57","-0.560"
"2020-12-01","01 Dec 2020","0","28","465","-0.57","-0.54","0","44545","60","-0.557"
"2020-12-02","02 Dec 2020","0","28","443","-0.57","-0.54","0","41933","58","-0.556"
"2020-12-03","03 Dec 2020","0","29","460","-0.57","-0.54","0","42274","58","-0.556"
"2020-12-04","04 Dec 2020","0","30","456","-0.57","-0.54","0","46260","56","-0.555"
"2020-12-07","07 Dec 2020","0","28","455","-0.57","-0.54","0","45966","56","-0.555"
"2020-12-08","08 Dec 2020","1","19","276","-0.60","-0.54","0","23572","61","-0.559"
"2020-12-09","09 Dec 2020","0","29","460","-0.58","-0.54","0","47942","53","-0.556"
"2020-12-10","10 Dec 2020","0","29","478","-0.58","-0.54","0","46985","55","-0.556"
"2020-12-11","11 Dec 2020","0","31","478","-0.58","-0.54","0","48264","52","-0.557"
"2020-12-14","14 Dec 2020","0","31","463","-0.58","-0.54","0","47016","53","-0.558"
"2020-12-15","15 Dec 2020","0","29","469","-0.57","-0.52","0","49858","51","-0.551"
"2020-12-16","16 Dec 2020","0","28","436","-0.58","-0.54","0","42621","55","-0.557"
"2020-12-17","17 Dec 2020","0","31","475","-0.57","-0.53","0","40024","50","-0.556"
"2020-12-18","18 Dec 2020","0","30","448","-0.58","-0.54","0","42277","47","-0.558"
"2020-12-21","21 Dec 2020","0","32","465","-0.57","-0.54","0","44227","48","-0.557"
"2020-12-22","22 Dec 2020","0","30","449","-0.57","-0.54","0","43116","49","-0.558"
"2020-12-23","23 Dec 2020","0","29","336","-0.57","-0.54","0","32315","54","-0.559"
"2020-12-24","24 Dec 2020","0","25","217","-0.57","-0.54","0","22881","58","-0.555"
"2020-12-28","28 Dec 2020","0","27","319","-0.57","-0.54","0","27521","53","-0.553"
"2020-12-29","29 Dec 2020","0","28","438","-0.58","-0.54","0","38688","52","-0.557"
"2020-12-30","30 Dec 2020","0","26","369","-0.57","-0.54","0","36560","55","-0.555"
"2020-12-31","31 Dec 2020","0","20","191","-0.61","-0.50","0","19726","59","-0.583"
"2021-01-04","04 Jan 2021","0","31","463","-0.60","-0.55","0","46666","49","-0.566"
"2021-01-05","05 Jan 2021","0","30","440","-0.60","-0.55","0","46654","52","-0.563"
"2021-01-06","06 Jan 2021","0","30","445","-0.60","-0.55","0","44337","53","-0.566"
"2021-01-07","07 Jan 2021","0","30","471","-0.60","-0.54","0","43141","51","-0.565"
"2021-01-08","08 Jan 2021","0","31","468","-0.58","-0.54","0","42240","52","-0.562"
"2021-01-11","11 Jan 2021","0","31","465","-0.59","-0.54","0","45374","52","-0.564"
"2021-01-12","12 Jan 2021","0","32","494","-0.58","-0.54","0","43161","51","-0.563"
"2021-01-13","13 Jan 2021","0","32","482","-0.58","-0.54","0","44392","53","-0.562"
"2021-01-14","14 Jan 2021","0","32","471","-0.58","-0.54","0","44990","53","-0.564"
"2021-01-15","15 Jan 2021","0","30","475","-0.60","-0.55","0","49644","52","-0.566"
"2021-01-18","18 Jan 2021","0","31","475","-0.59","-0.55","0","52184","51","-0.565"
"2021-01-19","19 Jan 2021","0","30","507","-0.59","-0.55","0","49555","52","-0.564"
"2021-01-20","20 Jan 2021","0","33","470","-0.58","-0.54","0","51882","50","-0.564"
"2021-01-21","21 Jan 2021","0","31","467","-0.58","-0.54","0","48938","52","-0.562"
"2021-01-22","22 Jan 2021","0","32","466","-0.58","-0.54","0","46465","52","-0.561"
"2021-01-25","25 Jan 2021","0","31","451","-0.58","-0.54","0","46390","51","-0.564"
"2021-01-26","26 Jan 2021","0","30","458","-0.58","-0.53","0","52859","49","-0.558"
"2021-01-27","27 Jan 2021","0","31","449","-0.58","-0.54","0","43358","54","-0.563"
"2021-01-28","28 Jan 2021","0","32","431","-0.58","-0.54","0","42151","54","-0.561"
"2021-01-29","29 Jan 2021","0","32","431","-0.58","-0.54","0","35904","55","-0.564"
"2021-02-01","01 Feb 2021","0","29","425","-0.58","-0.55","0","41743","58","-0.566"
"2021-02-02","02 Feb 2021","0","31","458","-0.58","-0.54","0","44042","55","-0.564"
"2021-02-03","03 Feb 2021","0","32","471","-0.58","-0.54","0","45048","57","-0.558"
"2021-02-04","04 Feb 2021","0","31","461","-0.58","-0.54","0","44059","56","-0.564"
"2021-02-05","05 Feb 2021","0","32","462","-0.58","-0.54","0","42517","56","-0.565"
"2021-02-08","08 Feb 2021","0","32","469","-0.58","-0.54","0","42404","58","-0.563"
"2021-02-09","09 Feb 2021","0","32","462","-0.58","-0.54","0","43270","56","-0.564"
"2021-02-10","10 Feb 2021","0","31","452","-0.58","-0.54","0","41918","56","-0.564"
"2021-02-11","11 Feb 2021","0","30","458","-0.58","-0.54","0","43139","55","-0.565"
"2021-02-12","12 Feb 2021","0","31","460","-0.58","-0.54","0","43242","55","-0.564"
"2021-02-15","15 Feb 2021","0","32","458","-0.58","-0.54","0","43072","53","-0.563"
"2021-02-16","16 Feb 2021","0","32","463","-0.58","-0.54","0","41493","53","-0.564"
"2021-02-17","17 Feb 2021","0","30","454","-0.58","-0.54","0","41073","54","-0.563"
"2021-02-18","18 Feb 2021","0","32","464","-0.58","-0.54","0","41352","52","-0.562"
"2021-02-19","19 Feb 2021","0","31","461","-0.58","-0.54","0","41628","53","-0.563"
"2021-02-22","22 Feb 2021","0","31","459","-0.58","-0.54","0","41862","55","-0.564"
"2021-02-23","23 Feb 2021","0","31","469","-0.59","-0.55","0","41730","54","-0.565"
"2021-02-24","24 Feb 2021","0","32","449","-0.58","-0.54","0","41110","53","-0.564"
"2021-02-25","25 Feb 2021","0","30","450","-0.58","-0.54","0","42027","53","-0.564"
"2021-02-26","26 Feb 2021","0","31","441","-0.59","-0.55","0","39693","56","-0.566"
"2021-03-01","01 Mar 2021","0","31","481","-0.58","-0.54","0","47751","54","-0.563"
"2021-03-02","02 Mar 2021","0","31","452","-0.60","-0.54","0","47310","55","-0.565"
"2021-03-03","03 Mar 2021","0","32","462","-0.60","-0.54","0","49099","56","-0.565"
"2021-03-04","04 Mar 2021","0","32","463","-0.59","-0.54","0","46676","57","-0.565"
"2021-03-05","05 Mar 2021","0","32","449","-0.58","-0.54","0","42671","56","-0.562"
"2021-03-08","08 Mar 2021","0","31","412","-0.58","-0.54","0","39690","57","-0.558"
"2021-03-09","09 Mar 2021","0","30","382","-0.58","-0.54","0","33966","58","-0.560"
"2021-03-10","10 Mar 2021","0","32","463","-0.58","-0.54","0","45218","57","-0.562"
"2021-03-11","11 Mar 2021","0","31","465","-0.58","-0.54","0","46913","54","-0.561"
"2021-03-12","12 Mar 2021","0","31","454","-0.58","-0.54","0","43926","54","-0.562"
"2021-03-15","15 Mar 2021","0","30","452","-0.58","-0.54","0","46886","55","-0.564"
"2021-03-16","16 Mar 2021","0","30","455","-0.58","-0.54","0","48940","51","-0.562"
"2021-03-17","17 Mar 2021","0","30","404","-0.58","-0.54","0","40172","54","-0.561"
"2021-03-18","18 Mar 2021","0","31","459","-0.60","-0.54","0","43553","53","-0.566"
"2021-03-19","19 Mar 2021","0","32","441","-0.60","-0.54","0","40784","54","-0.565"
"2021-03-22","22 Mar 2021","0","30","451","-0.59","-0.54","0","41907","53","-0.566"
"2021-03-23","23 Mar 2021","0","32","457","-0.59","-0.54","0","41134","52","-0.563"
"2021-03-24","24 Mar 2021","0","32","463","-0.59","-0.55","0","40413","50","-0.564"
"2021-03-25","25 Mar 2021","0","31","448","-0.59","-0.54","0","38243","52","-0.564"
"2021-03-26","26 Mar 2021","0","33","450","-0.60","-0.55","0","40218","50","-0.568"
"2021-03-29","29 Mar 2021","0","31","440","-0.60","-0.55","0","38771","50","-0.570"
"2021-03-30","30 Mar 2021","0","31","451","-0.60","-0.55","0","40088","50","-0.570"
"2021-03-31","31 Mar 2021","0","30","468","-0.60","-0.54","0","45134","55","-0.574"
"2021-04-01","01 Apr 2021","0","31","442","-0.60","-0.54","0","43396","54","-0.566"
"2021-04-06","06 Apr 2021","0","33","470","-0.60","-0.55","0","51214","53","-0.567"
"2021-04-07","07 Apr 2021","0","31","464","-0.60","-0.55","0","53951","54","-0.567"
"2021-04-08","08 Apr 2021","0","32","474","-0.60","-0.55","0","53462","52","-0.570"
"2021-04-09","09 Apr 2021","0","32","477","-0.60","-0.55","0","52686","52","-0.568"
"2021-04-12","12 Apr 2021","0","31","455","-0.60","-0.55","0","49545","54","-0.567"
"2021-04-13","13 Apr 2021","0","30","429","-0.58","-0.54","0","42773","52","-0.563"
"2021-04-14","14 Apr 2021","0","29","420","-0.58","-0.54","0","41489","57","-0.560"
"2021-04-15","15 Apr 2021","0","31","461","-0.59","-0.55","0","47286","54","-0.566"
"2021-04-16","16 Apr 2021","0","31","444","-0.59","-0.55","0","43952","55","-0.565"
"2021-04-19","19 Apr 2021","0","31","460","-0.59","-0.55","0","47050","53","-0.567"
"2021-04-20","20 Apr 2021","0","30","451","-0.60","-0.55","0","47180","54","-0.567"
"2021-04-21","21 Apr 2021","0","30","455","-0.59","-0.54","0","47627","54","-0.565"
"2021-04-22","22 Apr 2021","0","31","452","-0.59","-0.55","0","47511","54","-0.565"
"2021-04-23","23 Apr 2021","0","30","462","-0.59","-0.55","0","48082","58","-0.565"
"2021-04-26","26 Apr 2021","0","31","461","-0.60","-0.55","0","47961","56","-0.567"
"2021-04-27","27 Apr 2021","0","31","453","-0.58","-0.54","0","51682","49","-0.560"
"2021-04-28","28 Apr 2021","0","29","457","-0.59","-0.55","0","45374","56","-0.566"
"2021-04-29","29 Apr 2021","0","29","427","-0.59","-0.55","0","43603","54","-0.566"
"2021-04-30","30 Apr 2021","0","23","329","-0.60","-0.55","0","33962","62","-0.569"
"2021-05-03","03 May 2021","0","24","334","-0.60","-0.55","0","38184","54","-0.567"
"2021-05-04","04 May 2021","0","28","454","-0.58","-0.55","0","44829","55","-0.564"
"2021-05-05","05 May 2021","0","31","461","-0.59","-0.55","0","47399","54","-0.566"
"2021-05-06","06 May 2021","0","31","464","-0.58","-0.55","0","47780","54","-0.565"
"2021-05-07","07 May 2021","0","31","459","-0.58","-0.55","0","46775","56","-0.563"
"2021-05-10","10 May 2021","0","32","462","-0.60","-0.55","0","47499","56","-0.567"
"2021-05-11","11 May 2021","0","30","464","-0.58","-0.55","0","45691","57","-0.564"
"2021-05-12","12 May 2021","0","25","349","-0.58","-0.55","0","36495","59","-0.564"
"2021-05-13","13 May 2021","0","22","328","-0.59","-0.55","0","35708","58","-0.564"
"2021-05-14","14 May 2021","0","31","454","-0.58","-0.55","0","41322","57","-0.564"
"2021-05-17","17 May 2021","0","31","456","-0.59","-0.55","0","43036","56","-0.565"
"2021-05-18","18 May 2021","0","30","464","-0.58","-0.54","0","45226","54","-0.558"
"2021-05-19","19 May 2021","0","31","453","-0.58","-0.55","0","45375","52","-0.564"
"2021-05-20","20 May 2021","0","31","465","-0.58","-0.55","0","45516","54","-0.563"
"2021-05-21","21 May 2021","0","24","343","-0.58","-0.55","0","35085","58","-0.564"
"2021-05-24","24 May 2021","0","24","311","-0.59","-0.55","0","35059","56","-0.566"
"2021-05-25","25 May 2021","0","31","441","-0.59","-0.55","0","44876","53","-0.565"
"2021-05-26","26 May 2021","0","31","450","-0.59","-0.55","0","46159","54","-0.565"
"2021-05-27","27 May 2021","0","30","433","-0.58","-0.55","0","45435","57","-0.564"
"2021-05-28","28 May 2021","0","31","371","-0.60","-0.54","0","38000","55","-0.566"
"2021-05-31","31 May 2021","0","29","380","-0.60","-0.55","0","37631","62","-0.571"
"2021-06-01","01 Jun 2021","0","28","448","-0.58","-0.55","0","49004","58","-0.564"
"2021-06-02","02 Jun 2021","0","28","395","-0.58","-0.55","0","42552","60","-0.563"
"2021-06-03","03 Jun 2021","0","29","411","-0.58","-0.55","0","43233","62","-0.563"
"2021-06-04","04 Jun 2021","0","31","461","-0.58","-0.55","0","47087","58","-0.563"
"2021-06-07","07 Jun 2021","0","30","446","-0.58","-0.55","0","46150","59","-0.564"
"2021-06-08","08 Jun 2021","0","32","456","-0.58","-0.55","0","43660","62","-0.563"
"2021-06-09","09 Jun 2021","0","31","450","-0.58","-0.55","0","43666","60","-0.564"
"2021-06-10","10 Jun 2021","0","29","420","-0.58","-0.55","0","40680","65","-0.561"
"2021-06-11","11 Jun 2021","0","31","463","-0.58","-0.55","0","45334","57","-0.566"
"2021-06-14","14 Jun 2021","0","29","453","-0.59","-0.55","0","45066","57","-0.565"
"2021-06-15","15 Jun 2021","0","30","456","-0.58","-0.54","0","50091","52","-0.561"
"2021-06-16","16 Jun 2021","0","29","452","-0.58","-0.54","0","43971","60","-0.562"
"2021-06-17","17 Jun 2021","0","31","443","-0.58","-0.54","0","42415","61","-0.563"
"2021-06-18","18 Jun 2021","0","29","437","-0.58","-0.54","0","41618","62","-0.563"
"2021-06-21","21 Jun 2021","0","28","467","-0.58","-0.54","0","43721","58","-0.564"
"2021-06-22","22 Jun 2021","0","30","457","-0.58","-0.54","0","41014","57","-0.564"
"2021-06-23","23 Jun 2021","0","31","447","-0.58","-0.54","0","40523","58","-0.563"
"2021-06-24","24 Jun 2021","0","31","455","-0.58","-0.55","0","40796","54","-0.565"
"2021-06-25","25 Jun 2021","0","30","457","-0.58","-0.55","0","40811","54","-0.565"
"2021-06-28","28 Jun 2021","0","31","469","-0.59","-0.55","0","41677","55","-0.566"
"2021-06-29","29 Jun 2021","0","30","409","-0.60","-0.55","0","37503","57","-0.568"
"2021-06-30","30 Jun 2021","0","28","455","-0.60","-0.54","0","34473","59","-0.581"
"2021-07-01","01 Jul 2021","0","30","476","-0.59","-0.54","0","43218","56","-0.565"
"2021-07-02","02 Jul 2021","0","30","494","-0.59","-0.55","0","46025","57","-0.565"
"2021-07-05","05 Jul 2021","0","30","514","-0.59","-0.54","0","51933","52","-0.566"
"2021-07-06","06 Jul 2021","0","29","492","-0.58","-0.55","0","46373","58","-0.565"
"2021-07-07","07 Jul 2021","0","29","486","-0.58","-0.55","0","48092","59","-0.565"
"2021-07-08","08 Jul 2021","0","31","506","-0.58","-0.55","0","50011","57","-0.566"
"2021-07-09","09 Jul 2021","0","30","497","-0.58","-0.55","0","52139","56","-0.566"
"2021-07-12","12 Jul 2021","0","28","449","-0.59","-0.55","0","42542","58","-0.568"
"2021-07-13","13 Jul 2021","0","30","481","-0.58","-0.55","0","47559","59","-0.566"
"2021-07-14","14 Jul 2021","0","30","488","-0.59","-0.54","0","47230","58","-0.566"
"2021-07-15","15 Jul 2021","0","33","502","-0.58","-0.55","0","49676","57","-0.566"
"2021-07-16","16 Jul 2021","0","31","493","-0.58","-0.55","0","50450","56","-0.567"
"2021-07-19","19 Jul 2021","0","33","498","-0.58","-0.55","0","50509","55","-0.566"
"2021-07-20","20 Jul 2021","0","30","488","-0.58","-0.55","0","49967","56","-0.567"
"2021-07-21","21 Jul 2021","0","30","501","-0.58","-0.55","0","52586","56","-0.568"
"2021-07-22","22 Jul 2021","0","28","409","-0.58","-0.54","0","40605","66","-0.563"
"2021-07-23","23 Jul 2021","0","30","509","-0.58","-0.55","0","50208","57","-0.567"
"2021-07-26","26 Jul 2021","0","30","524","-0.58","-0.55","0","49755","56","-0.567"
"2021-07-27","27 Jul 2021","0","32","527","-0.58","-0.54","0","54696","52","-0.563"
"2021-07-28","28 Jul 2021","0","31","511","-0.59","-0.55","0","50519","57","-0.567"
"2021-07-29","29 Jul 2021","0","30","506","-0.59","-0.55","0","47964","57","-0.567"
"2021-07-30","30 Jul 2021","0","28","471","-0.60","-0.55","0","43874","60","-0.571"
"2021-08-02","02 Aug 2021","0","28","426","-0.58","-0.55","0","44914","62","-0.565"
"2021-08-03","03 Aug 2021","0","30","511","-0.60","-0.55","0","53388","57","-0.570"
"2021-08-04","04 Aug 2021","0","29","503","-0.60","-0.55","0","54069","57","-0.570"
"2021-08-05","05 Aug 2021","0","30","440","-0.58","-0.55","0","47580","59","-0.566"
"2021-08-06","06 Aug 2021","0","29","503","-0.59","-0.55","0","55680","60","-0.569"
"2021-08-09","09 Aug 2021","0","30","505","-0.59","-0.55","0","51272","57","-0.568"
"2021-08-10","10 Aug 2021","0","33","529","-0.59","-0.55","0","51988","57","-0.567"
"2021-08-11","11 Aug 2021","0","31","515","-0.58","-0.55","0","50480","59","-0.567"
"2021-08-12","12 Aug 2021","0","32","522","-0.59","-0.55","0","51208","57","-0.568"
"2021-08-13","13 Aug 2021","0","31","493","-0.59","-0.55","0","49636","57","-0.569"
"2021-08-16","16 Aug 2021","0","30","490","-0.59","-0.55","0","49862","59","-0.569"
"2021-08-17","17 Aug 2021","0","31","513","-0.59","-0.55","0","51196","58","-0.568"
"2021-08-18","18 Aug 2021","0","32","512","-0.59","-0.55","0","51169","58","-0.567"
"2021-08-19","19 Aug 2021","0","32","515","-0.59","-0.55","0","49694","58","-0.567"
"2021-08-20","20 Aug 2021","0","30","506","-0.59","-0.55","0","48770","59","-0.567"
"2021-08-23","23 Aug 2021","0","31","497","-0.60","-0.55","0","48214","57","-0.568"
"2021-08-24","24 Aug 2021","0","31","476","-0.60","-0.55","0","45630","59","-0.567"
"2021-08-25","25 Aug 2021","0","30","421","-0.58","-0.55","0","40667","61","-0.564"
"2021-08-26","26 Aug 2021","0","31","479","-0.60","-0.55","0","43115","61","-0.570"
"2021-08-27","27 Aug 2021","0","30","407","-0.60","-0.55","0","39125","63","-0.570"
"2021-08-30","30 Aug 2021","0","31","415","-0.60","-0.55","0","40393","57","-0.568"
"2021-08-31","31 Aug 2021","0","29","488","-0.59","-0.55","0","46830","60","-0.570"
"2021-09-01","01 Sep 2021","0","30","495","-0.59","-0.55","0","47799","60","-0.569"
"2021-09-02","02 Sep 2021","0","31","489","-0.60","-0.55","0","47228","63","-0.569"
"2021-09-03","03 Sep 2021","0","32","482","-0.59","-0.55","0","46009","62","-0.568"
"2021-09-06","06 Sep 2021","0","33","498","-0.59","-0.55","0","48588","59","-0.569"
"2021-09-07","07 Sep 2021","0","33","518","-0.59","-0.55","0","51173","58","-0.569"
"2021-09-08","08 Sep 2021","0","34","513","-0.59","-0.55","0","50012","59","-0.569"
"2021-09-09","09 Sep 2021","0","33","512","-0.60","-0.55","0","50201","58","-0.570"
"2021-09-10","10 Sep 2021","0","31","524","-0.60","-0.55","0","50435","57","-0.570"
"2021-09-13","13 Sep 2021","0","33","525","-0.60","-0.55","0","52439","57","-0.571"
"2021-09-14","14 Sep 2021","0","32","488","-0.60","-0.55","0","50608","56","-0.568"
"2021-09-15","15 Sep 2021","0","32","499","-0.60","-0.55","0","49011","59","-0.573"
"2021-09-16","16 Sep 2021","0","31","445","-0.59","-0.55","0","41040","60","-0.567"
"2021-09-17","17 Sep 2021","0","31","511","-0.60","-0.55","0","48899","58","-0.571"
"2021-09-20","20 Sep 2021","0","29","441","-0.59","-0.55","0","40441","58","-0.566"
"2021-09-21","21 Sep 2021","0","31","488","-0.60","-0.55","0","43817","55","-0.571"
"2021-09-22","22 Sep 2021","0","30","433","-0.60","-0.55","0","40309","59","-0.566"
"2021-09-23","23 Sep 2021","0","29","494","-0.60","-0.55","0","45692","57","-0.570"
"2021-09-24","24 Sep 2021","0","30","503","-0.60","-0.55","0","44105","57","-0.569"
"2021-09-27","27 Sep 2021","0","31","505","-0.60","-0.55","0","42149","57","-0.571"
"2021-09-28","28 Sep 2021","0","31","514","-0.60","-0.55","0","45320","57","-0.573"
"2021-09-29","29 Sep 2021","0","29","497","-0.60","-0.55","0","42694","60","-0.572"
"2021-09-30","30 Sep 2021","0","30","536","-0.60","-0.55","0","44503","54","-0.580"
"2021-10-01","01 Oct 2021","0","28","508","-0.60","-0.55","0","44137","57","-0.571"
"2021-10-04","04 Oct 2021","0","30","500","-0.60","-0.55","0","49035","60","-0.569"
"2021-10-05","05 Oct 2021","0","29","519","-0.60","-0.55","0","49171","59","-0.569"
"2021-10-06","06 Oct 2021","0","29","539","-0.60","-0.55","0","47637","56","-0.569"
"2021-10-07","07 Oct 2021","0","30","537","-0.60","-0.55","0","47598","57","-0.568"
"2021-10-08","08 Oct 2021","0","30","554","-0.59","-0.55","0","53048","57","-0.568"
"2021-10-11","11 Oct 2021","0","30","536","-0.60","-0.55","0","49032","57","-0.570"
"2021-10-12","12 Oct 2021","0","30","560","-0.60","-0.54","0","51461","57","-0.562"
"2021-10-13","13 Oct 2021","0","32","551","-0.60","-0.55","0","51383","55","-0.569"
"2021-10-14","14 Oct 2021","0","31","541","-0.60","-0.55","0","51894","55","-0.570"
"2021-10-15","15 Oct 2021","0","32","568","-0.60","-0.55","0","55452","54","-0.572"
"2021-10-18","18 Oct 2021","0","31","552","-0.60","-0.55","0","52371","56","-0.574"
"2021-10-19","19 Oct 2021","0","32","535","-0.60","-0.55","0","50367","57","-0.573"
"2021-10-20","20 Oct 2021","0","30","502","-0.60","-0.55","0","48089","57","-0.571"
"2021-10-21","21 Oct 2021","0","32","520","-0.60","-0.55","0","49298","57","-0.573"
"2021-10-22","22 Oct 2021","0","30","523","-0.59","-0.55","0","50668","58","-0.569"
"2021-10-25","25 Oct 2021","0","30","533","-0.59","-0.55","0","54376","56","-0.571"
"2021-10-26","26 Oct 2021","0","27","521","-0.59","-0.55","0","52184","58","-0.570"
"2021-10-27","27 Oct 2021","0","27","524","-0.60","-0.55","0","51795","59","-0.573"
"2021-10-28","28 Oct 2021","0","26","504","-0.60","-0.55","0","52440","62","-0.573"
"2021-10-29","29 Oct 2021","0","24","439","-0.60","-0.56","0","43411","65","-0.578"
"2021-11-01","01 Nov 2021","0","26","445","-0.60","-0.56","0","51915","59","-0.579"
"2021-11-02","02 Nov 2021","0","27","525","-0.60","-0.55","0","61435","54","-0.569"
"2021-11-03","03 Nov 2021","0","28","521","-0.60","-0.55","0","57799","56","-0.574"
"2021-11-04","04 Nov 2021","0","29","539","-0.60","-0.55","0","56563","58","-0.573"
"2021-11-05","05 Nov 2021","0","32","529","-0.60","-0.55","0","57861","57","-0.572"
"2021-11-08","08 Nov 2021","0","30","536","-0.60","-0.55","0","58809","56","-0.575"
"2021-11-09","09 Nov 2021","0","29","537","-0.60","-0.55","0","58786","55","-0.575"
"2021-11-10","10 Nov 2021","0","29","502","-0.60","-0.55","0","52346","58","-0.576"
"2021-11-11","11 Nov 2021","0","31","510","-0.60","-0.55","0","51698","57","-0.575"
"2021-11-12","12 Nov 2021","0","29","516","-0.60","-0.55","0","51705","58","-0.572"
"2021-11-15","15 Nov 2021","0","28","519","-0.59","-0.55","0","52188","58","-0.569"
"2021-11-16","16 Nov 2021","0","28","529","-0.60","-0.55","0","54626","58","-0.571"
"2021-11-17","17 Nov 2021","0","31","523","-0.60","-0.55","0","51193","59","-0.571"
"2021-11-18","18 Nov 2021","0","31","520","-0.60","-0.55","0","51693","57","-0.571"
"2021-11-19","19 Nov 2021","0","31","504","-0.60","-0.55","0","52996","60","-0.573"
"2021-11-22","22 Nov 2021","0","32","524","-0.60","-0.55","0","55515","57","-0.573"
"2021-11-23","23 Nov 2021","0","29","499","-0.60","-0.55","0","51820","59","-0.574"
"2021-11-24","24 Nov 2021","0","30","523","-0.60","-0.55","0","50814","58","-0.570"
"2021-11-25","25 Nov 2021","0","29","523","-0.60","-0.55","0","48079","56","-0.573"
"2021-11-26","26 Nov 2021","0","30","522","-0.60","-0.55","0","47414","56","-0.573"
"2021-11-29","29 Nov 2021","0","29","519","-0.59","-0.55","0","50121","59","-0.573"
"2021-11-30","30 Nov 2021","0","26","498","-0.59","-0.56","0","49024","59","-0.575"
"2021-12-01","01 Dec 2021","0","27","522","-0.59","-0.56","0","57156","54","-0.574"
"2021-12-02","02 Dec 2021","0","28","562","-0.59","-0.56","0","58888","55","-0.575"
"2021-12-03","03 Dec 2021","0","31","543","-0.59","-0.57","0","56585","55","-0.578"
"2021-12-06","06 Dec 2021","0","29","562","-0.59","-0.57","0","55956","55","-0.578"
"2021-12-07","07 Dec 2021","0","29","554","-0.59","-0.57","0","53373","53","-0.577"
"2021-12-08","08 Dec 2021","0","30","554","-0.59","-0.57","0","52044","54","-0.577"
"2021-12-09","09 Dec 2021","0","33","541","-0.60","-0.57","0","48196","55","-0.578"
"2021-12-10","10 Dec 2021","0","30","532","-0.60","-0.57","0","47274","54","-0.577"
"2021-12-13","13 Dec 2021","0","30","528","-0.60","-0.57","0","45877","54","-0.579"
"2021-12-14","14 Dec 2021","0","31","518","-0.59","-0.57","0","46144","55","-0.577"
"2021-12-15","15 Dec 2021","0","32","501","-0.59","-0.57","0","41887","57","-0.577"
"2021-12-16","16 Dec 2021","0","33","493","-0.59","-0.57","0","43249","54","-0.577"
"2021-12-17","17 Dec 2021","0","32","500","-0.59","-0.56","0","44473","54","-0.576"
"2021-12-20","20 Dec 2021","0","28","477","-0.60","-0.56","0","38584","57","-0.576"
"2021-12-21","21 Dec 2021","0","29","481","-0.58","-0.54","0","40889","53","-0.571"
"2021-12-22","22 Dec 2021","0","29","465","-0.58","-0.55","0","34591","56","-0.574"
"2021-12-23","23 Dec 2021","0","26","382","-0.60","-0.57","0","28739","56","-0.576"
"2021-12-24","24 Dec 2021","0","22","218","-0.60","-0.57","0","20979","54","-0.580"
"2021-12-27","27 Dec 2021","0","25","322","-0.60","-0.55","0","28533","59","-0.576"
"2021-12-28","28 Dec 2021","0","24","308","-0.60","-0.55","0","29069","56","-0.575"
"2021-12-29","29 Dec 2021","0","26","470","-0.60","-0.57","0","41073","58","-0.578"
"2021-12-30","30 Dec 2021","0","27","422","-0.60","-0.57","0","34922","58","-0.580"
"2021-12-31","31 Dec 2021","1","17","104","-0.80","-0.50","0","13648","69","-0.590"
"2022-01-03","03 Jan 2022","0","25","329","-0.59","-0.55","0","34989","57","-0.578"
"2022-01-04","04 Jan 2022","0","27","521","-0.60","-0.56","0","54350","59","-0.578"
"2022-01-05","05 Jan 2022","0","27","458","-0.59","-0.56","0","47707","66","-0.578"
"2022-01-06","06 Jan 2022","0","27","479","-0.59","-0.55","0","52354","62","-0.578"
"2022-01-07","07 Jan 2022","0","28","490","-0.59","-0.57","0","53850","61","-0.580"
"2022-01-10","10 Jan 2022","0","30","513","-0.60","-0.56","0","56568","59","-0.579"
"2022-01-11","11 Jan 2022","0","32","518","-0.59","-0.56","0","58208","56","-0.579"
"2022-01-12","12 Jan 2022","0","32","516","-0.59","-0.56","0","53460","59","-0.578"
"2022-01-13","13 Jan 2022","0","31","522","-0.59","-0.55","0","55734","58","-0.578"
"2022-01-14","14 Jan 2022","0","29","544","-0.59","-0.55","0","58192","57","-0.578"
"2022-01-17","17 Jan 2022","0","32","543","-0.59","-0.56","0","61387","55","-0.578"
"2022-01-18","18 Jan 2022","0","29","515","-0.59","-0.56","0","57391","58","-0.579"
"2022-01-19","19 Jan 2022","0","31","535","-0.59","-0.56","0","59057","56","-0.578"
"2022-01-20","20 Jan 2022","0","31","526","-0.59","-0.56","0","59181","58","-0.579"
"2022-01-21","21 Jan 2022","0","31","553","-0.60","-0.56","0","60385","57","-0.579"
